Python,R,Row Diff,Col Diff,Semantic,Largest Common,Edit Distance
mslacc.drop_duplicates(),mslacc$table,0,0,0.983,"Row: 0:890, Col: 0:11",0.625
mslacc.drop_duplicates(),mslacc$surname<-NULL,0,0,0.983,"Row: 0:890, Col: 0:11",0.606
mslacc.drop_duplicates(),"head(mslacc, 20)",871,0,0.988,"Row: 0:19, Col: 0:11",0.419
mslacc.drop_duplicates(),mslacc$Sex=NULL,0,1,0.632,"Row: 0:890, Col: 1:11",0.55
mslacc.drop_duplicates(),mslacc$Embarked=NULL,0,1,0.982,"Row: 0:890, Col: 0:10",0.589
mslacc.drop_duplicates(),"select(mslacc, Survived)",0,11,1.0,"Row: 0:890, Col: 1:1",0.6
mslacc.drop_duplicates(),mslacc$Survived=NULL,0,1,0.891,"Row: 0:890, Col: 1:11",0.609
mslacc.drop_duplicates(),mslacc$Name<-NULL,0,1,0.723,"Row: 0:890, Col: 1:11",0.534
mslacc.drop_duplicates(),"head(mslacc, 5)",886,0,1.0,"Row: 0:4, Col: 0:11",0.431
mslacc.drop_duplicates(),mslacc$method,0,0,0.983,"Row: 0:890, Col: 0:11",0.608
mslacc.drop_duplicates(),mslacc$median,0,0,0.983,"Row: 0:890, Col: 0:11",0.689
mslacc.drop_duplicates(),mslacc$Ticket<-NULL,0,1,0.709,"Row: 0:890, Col: 0:10",0.614
mslacc.drop_duplicates(),"head(mslacc, n=3)",888,0,1.0,"Row: 0:2, Col: 0:11",0.465
mslacc.drop_duplicates(),mslacc$importance,0,0,0.983,"Row: 0:890, Col: 0:11",0.731
"mslacc.drop(labels=['Parch', 'SibSp'], axis=1, inplace=True)",mslacc$table,0,8,0.5,"Row: 0:890, Col: 1:4",0.62
"mslacc.drop(labels=['Parch', 'SibSp'], axis=1, inplace=True)",mslacc$surname<-NULL,0,8,0.5,"Row: 0:890, Col: 1:4",0.492
"mslacc.drop(labels=['Parch', 'SibSp'], axis=1, inplace=True)","head(mslacc, 20)",871,8,0.5,"Row: 871:890, Col: 1:4",0.419
"mslacc.drop(labels=['Parch', 'SibSp'], axis=1, inplace=True)",mslacc$Sex=NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.558
"mslacc.drop(labels=['Parch', 'SibSp'], axis=1, inplace=True)",mslacc$Embarked=NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.534
"mslacc.drop(labels=['Parch', 'SibSp'], axis=1, inplace=True)","select(mslacc, Survived)",0,3,1.0,"Row: 0:890, Col: 0:0",0.444
"mslacc.drop(labels=['Parch', 'SibSp'], axis=1, inplace=True)",mslacc$Survived=NULL,0,7,0.25,"Row: 0:890, Col: 0:3",0.508
"mslacc.drop(labels=['Parch', 'SibSp'], axis=1, inplace=True)",mslacc$Name<-NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.537
"mslacc.drop(labels=['Parch', 'SibSp'], axis=1, inplace=True)","head(mslacc, 5)",886,8,0.5,"Row: 886:890, Col: 1:4",0.434
"mslacc.drop(labels=['Parch', 'SibSp'], axis=1, inplace=True)",mslacc$method,0,8,0.5,"Row: 0:890, Col: 1:4",0.58
"mslacc.drop(labels=['Parch', 'SibSp'], axis=1, inplace=True)",mslacc$median,0,8,0.5,"Row: 0:890, Col: 1:4",0.561
"mslacc.drop(labels=['Parch', 'SibSp'], axis=1, inplace=True)",mslacc$Ticket<-NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.497
"mslacc.drop(labels=['Parch', 'SibSp'], axis=1, inplace=True)","head(mslacc, n=3)",888,8,0.5,"Row: 69:71, Col: 1:4",0.45
"mslacc.drop(labels=['Parch', 'SibSp'], axis=1, inplace=True)",mslacc$importance,0,8,0.5,"Row: 0:890, Col: 1:4",0.583
"mslacc.drop(['Name', 'Sex'], 1, inplace=True)",mslacc$table,0,8,0.5,"Row: 0:890, Col: 1:4",0.583
"mslacc.drop(['Name', 'Sex'], 1, inplace=True)",mslacc$surname<-NULL,0,8,0.5,"Row: 0:890, Col: 1:4",0.543
"mslacc.drop(['Name', 'Sex'], 1, inplace=True)","head(mslacc, 20)",871,8,0.5,"Row: 871:890, Col: 1:4",0.485
"mslacc.drop(['Name', 'Sex'], 1, inplace=True)",mslacc$Sex=NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.544
"mslacc.drop(['Name', 'Sex'], 1, inplace=True)",mslacc$Embarked=NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.545
"mslacc.drop(['Name', 'Sex'], 1, inplace=True)","select(mslacc, Survived)",0,3,1.0,"Row: 0:890, Col: 0:0",0.436
"mslacc.drop(['Name', 'Sex'], 1, inplace=True)",mslacc$Survived=NULL,0,7,0.25,"Row: 0:890, Col: 0:3",0.513
"mslacc.drop(['Name', 'Sex'], 1, inplace=True)",mslacc$Name<-NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.609
"mslacc.drop(['Name', 'Sex'], 1, inplace=True)","head(mslacc, 5)",886,8,0.5,"Row: 886:890, Col: 1:4",0.452
"mslacc.drop(['Name', 'Sex'], 1, inplace=True)",mslacc$method,0,8,0.5,"Row: 0:890, Col: 1:4",0.56
"mslacc.drop(['Name', 'Sex'], 1, inplace=True)",mslacc$median,0,8,0.5,"Row: 0:890, Col: 1:4",0.602
"mslacc.drop(['Name', 'Sex'], 1, inplace=True)",mslacc$Ticket<-NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.496
"mslacc.drop(['Name', 'Sex'], 1, inplace=True)","head(mslacc, n=3)",888,8,0.5,"Row: 69:71, Col: 1:4",0.471
"mslacc.drop(['Name', 'Sex'], 1, inplace=True)",mslacc$importance,0,8,0.5,"Row: 0:890, Col: 1:4",0.594
"mslacc.drop('Fare', 1, inplace=True)",mslacc$table,0,8,0.5,"Row: 0:890, Col: 1:4",0.634
"mslacc.drop('Fare', 1, inplace=True)",mslacc$surname<-NULL,0,8,0.5,"Row: 0:890, Col: 1:4",0.572
"mslacc.drop('Fare', 1, inplace=True)","head(mslacc, 20)",871,8,0.5,"Row: 871:890, Col: 1:4",0.504
"mslacc.drop('Fare', 1, inplace=True)",mslacc$Sex=NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.558
"mslacc.drop('Fare', 1, inplace=True)",mslacc$Embarked=NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.548
"mslacc.drop('Fare', 1, inplace=True)","select(mslacc, Survived)",0,3,1.0,"Row: 0:890, Col: 0:0",0.472
"mslacc.drop('Fare', 1, inplace=True)",mslacc$Survived=NULL,0,7,0.25,"Row: 0:890, Col: 0:3",0.548
"mslacc.drop('Fare', 1, inplace=True)",mslacc$Name<-NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.569
"mslacc.drop('Fare', 1, inplace=True)","head(mslacc, 5)",886,8,0.5,"Row: 886:890, Col: 1:4",0.519
"mslacc.drop('Fare', 1, inplace=True)",mslacc$method,0,8,0.5,"Row: 0:890, Col: 1:4",0.575
"mslacc.drop('Fare', 1, inplace=True)",mslacc$median,0,8,0.5,"Row: 0:890, Col: 1:4",0.617
"mslacc.drop('Fare', 1, inplace=True)",mslacc$Ticket<-NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.525
"mslacc.drop('Fare', 1, inplace=True)","head(mslacc, n=3)",888,8,0.5,"Row: 69:71, Col: 1:4",0.49
"mslacc.drop('Fare', 1, inplace=True)",mslacc$importance,0,8,0.5,"Row: 0:890, Col: 1:4",0.631
mslacc[:7],mslacc$table,884,5,0.429,"Row: 0:6, Col: 0:6",0.7
mslacc[:7],mslacc$surname<-NULL,884,5,0.429,"Row: 0:6, Col: 0:6",0.633
mslacc[:7],"head(mslacc, 20)",13,5,0.429,"Row: 0:6, Col: 0:6",0.556
mslacc[:7],mslacc$Sex=NULL,884,4,0.429,"Row: 0:6, Col: 0:6",0.667
mslacc[:7],mslacc$Embarked=NULL,884,4,0.429,"Row: 0:6, Col: 0:6",0.633
mslacc[:7],"select(mslacc, Survived)",884,6,1.0,"Row: 106:112, Col: 1:1",0.477
mslacc[:7],mslacc$Survived=NULL,884,4,0.388,"Row: 0:6, Col: 4:10",0.633
mslacc[:7],mslacc$Name<-NULL,884,4,0.429,"Row: 0:6, Col: 0:6",0.651
mslacc[:7],"head(mslacc, 5)",2,5,0.429,"Row: 2:6, Col: 0:6",0.565
mslacc[:7],mslacc$method,884,5,0.429,"Row: 0:6, Col: 0:6",0.687
mslacc[:7],mslacc$median,884,5,0.429,"Row: 0:6, Col: 0:6",0.687
mslacc[:7],mslacc$Ticket<-NULL,884,4,0.429,"Row: 0:6, Col: 0:6",0.639
mslacc[:7],"head(mslacc, n=3)",4,5,0.429,"Row: 4:6, Col: 0:6",0.547
mslacc[:7],mslacc$importance,884,5,0.429,"Row: 0:6, Col: 0:6",0.651
"mslacc.drop(labels=['Cabin'], axis=1, inplace=True)",mslacc$table,0,8,0.5,"Row: 0:890, Col: 1:4",0.629
"mslacc.drop(labels=['Cabin'], axis=1, inplace=True)",mslacc$surname<-NULL,0,8,0.5,"Row: 0:890, Col: 1:4",0.501
"mslacc.drop(labels=['Cabin'], axis=1, inplace=True)","head(mslacc, 20)",871,8,0.5,"Row: 871:890, Col: 1:4",0.428
"mslacc.drop(labels=['Cabin'], axis=1, inplace=True)",mslacc$Sex=NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.566
"mslacc.drop(labels=['Cabin'], axis=1, inplace=True)",mslacc$Embarked=NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.546
"mslacc.drop(labels=['Cabin'], axis=1, inplace=True)","select(mslacc, Survived)",0,3,1.0,"Row: 0:890, Col: 0:0",0.436
"mslacc.drop(labels=['Cabin'], axis=1, inplace=True)",mslacc$Survived=NULL,0,7,0.25,"Row: 0:890, Col: 0:3",0.518
"mslacc.drop(labels=['Cabin'], axis=1, inplace=True)",mslacc$Name<-NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.545
"mslacc.drop(labels=['Cabin'], axis=1, inplace=True)","head(mslacc, 5)",886,8,0.5,"Row: 886:890, Col: 1:4",0.442
"mslacc.drop(labels=['Cabin'], axis=1, inplace=True)",mslacc$method,0,8,0.5,"Row: 0:890, Col: 1:4",0.588
"mslacc.drop(labels=['Cabin'], axis=1, inplace=True)",mslacc$median,0,8,0.5,"Row: 0:890, Col: 1:4",0.57
"mslacc.drop(labels=['Cabin'], axis=1, inplace=True)",mslacc$Ticket<-NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.504
"mslacc.drop(labels=['Cabin'], axis=1, inplace=True)","head(mslacc, n=3)",888,8,0.5,"Row: 69:71, Col: 1:4",0.46
"mslacc.drop(labels=['Cabin'], axis=1, inplace=True)",mslacc$importance,0,8,0.5,"Row: 0:890, Col: 1:4",0.594
mslacc.head(3),mslacc$table,888,6,0.5,"Row: 0:2, Col: 0:5",0.704
mslacc.head(3),mslacc$surname<-NULL,888,6,0.5,"Row: 0:2, Col: 0:5",0.615
mslacc.head(3),"head(mslacc, 20)",17,6,0.5,"Row: 0:2, Col: 0:5",0.747
mslacc.head(3),mslacc$Sex=NULL,888,5,0.5,"Row: 0:2, Col: 0:5",0.656
mslacc.head(3),mslacc$Embarked=NULL,888,5,0.5,"Row: 0:2, Col: 0:5",0.661
mslacc.head(3),"select(mslacc, Survived)",888,5,1.0,"Row: 10:12, Col: 1:1",0.494
mslacc.head(3),mslacc$Survived=NULL,888,5,0.389,"Row: 528:530, Col: 5:10",0.657
mslacc.head(3),mslacc$Name<-NULL,888,5,0.5,"Row: 0:2, Col: 0:5",0.639
mslacc.head(3),"head(mslacc, 5)",2,6,0.5,"Row: 0:2, Col: 0:5",0.766
mslacc.head(3),mslacc$method,888,6,0.5,"Row: 0:2, Col: 0:5",0.741
mslacc.head(3),mslacc$median,888,6,0.5,"Row: 0:2, Col: 0:5",0.741
mslacc.head(3),mslacc$Ticket<-NULL,888,5,0.5,"Row: 0:2, Col: 0:5",0.623
mslacc.head(3),"head(mslacc, n=3)",0,6,0.5,"Row: 0:2, Col: 0:5",0.785
mslacc.head(3),mslacc$importance,888,6,0.5,"Row: 0:2, Col: 0:5",0.637
mslacc[mslacc.Survived == 1],mslacc$table,549,6,0.138,"Row: 175:516, Col: 0:5",0.616
mslacc[mslacc.Survived == 1],mslacc$surname<-NULL,549,6,0.138,"Row: 175:516, Col: 0:5",0.618
mslacc[mslacc.Survived == 1],"head(mslacc, 20)",322,6,0.2,"Row: 266:285, Col: 0:5",0.412
mslacc[mslacc.Survived == 1],mslacc$Sex=NULL,549,5,0.138,"Row: 175:516, Col: 0:5",0.579
mslacc[mslacc.Survived == 1],mslacc$Embarked=NULL,549,5,0.138,"Row: 175:516, Col: 0:5",0.687
mslacc[mslacc.Survived == 1],"select(mslacc, Survived)",549,5,0.436,"Row: 294:635, Col: 1:1",0.719
mslacc[mslacc.Survived == 1],mslacc$Survived=NULL,549,5,0.118,"Row: 151:492, Col: 5:10",0.776
mslacc[mslacc.Survived == 1],mslacc$Name<-NULL,549,5,0.138,"Row: 175:516, Col: 0:5",0.551
mslacc[mslacc.Survived == 1],"head(mslacc, 5)",337,6,0.267,"Row: 37:41, Col: 0:5",0.423
mslacc[mslacc.Survived == 1],mslacc$method,549,6,0.138,"Row: 175:516, Col: 0:5",0.603
mslacc[mslacc.Survived == 1],mslacc$median,549,6,0.138,"Row: 175:516, Col: 0:5",0.641
mslacc[mslacc.Survived == 1],mslacc$Ticket<-NULL,549,5,0.152,"Row: 414:755, Col: 5:10",0.57
mslacc[mslacc.Survived == 1],"head(mslacc, n=3)",339,6,0.278,"Row: 22:24, Col: 0:5",0.402
mslacc[mslacc.Survived == 1],mslacc$importance,549,6,0.138,"Row: 175:516, Col: 0:5",0.645
"mslacc.drop(['PassengerId'], axis=1, inplace=True)",mslacc$table,0,8,0.5,"Row: 0:890, Col: 1:4",0.542
"mslacc.drop(['PassengerId'], axis=1, inplace=True)",mslacc$surname<-NULL,0,8,0.5,"Row: 0:890, Col: 1:4",0.517
"mslacc.drop(['PassengerId'], axis=1, inplace=True)","head(mslacc, 20)",871,8,0.5,"Row: 871:890, Col: 1:4",0.429
"mslacc.drop(['PassengerId'], axis=1, inplace=True)",mslacc$Sex=NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.508
"mslacc.drop(['PassengerId'], axis=1, inplace=True)",mslacc$Embarked=NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.519
"mslacc.drop(['PassengerId'], axis=1, inplace=True)","select(mslacc, Survived)",0,3,1.0,"Row: 0:890, Col: 0:0",0.424
"mslacc.drop(['PassengerId'], axis=1, inplace=True)",mslacc$Survived=NULL,0,7,0.25,"Row: 0:890, Col: 0:3",0.49
"mslacc.drop(['PassengerId'], axis=1, inplace=True)",mslacc$Name<-NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.546
"mslacc.drop(['PassengerId'], axis=1, inplace=True)","head(mslacc, 5)",886,8,0.5,"Row: 886:890, Col: 1:4",0.443
"mslacc.drop(['PassengerId'], axis=1, inplace=True)",mslacc$method,0,8,0.5,"Row: 0:890, Col: 1:4",0.552
"mslacc.drop(['PassengerId'], axis=1, inplace=True)",mslacc$median,0,8,0.5,"Row: 0:890, Col: 1:4",0.627
"mslacc.drop(['PassengerId'], axis=1, inplace=True)",mslacc$Ticket<-NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.505
"mslacc.drop(['PassengerId'], axis=1, inplace=True)","head(mslacc, n=3)",888,8,0.5,"Row: 69:71, Col: 1:4",0.461
"mslacc.drop(['PassengerId'], axis=1, inplace=True)",mslacc$importance,0,8,0.5,"Row: 0:890, Col: 1:4",0.596
mslacc[0:20],mslacc$table,871,7,0.4,"Row: 0:19, Col: 1:5",0.667
mslacc[0:20],mslacc$surname<-NULL,871,7,0.4,"Row: 0:19, Col: 1:5",0.6
mslacc[0:20],"head(mslacc, 20)",0,7,0.4,"Row: 0:19, Col: 1:5",0.608
mslacc[0:20],mslacc$Sex=NULL,871,6,0.4,"Row: 0:19, Col: 1:5",0.633
mslacc[0:20],mslacc$Embarked=NULL,871,6,0.4,"Row: 0:19, Col: 1:5",0.6
mslacc[0:20],"select(mslacc, Survived)",871,4,1.0,"Row: 871:890, Col: 0:0",0.502
mslacc[0:20],mslacc$Survived=NULL,871,6,0.28,"Row: 0:19, Col: 6:10",0.6
mslacc[0:20],mslacc$Name<-NULL,871,6,0.4,"Row: 0:19, Col: 1:5",0.618
mslacc[0:20],"head(mslacc, 5)",15,7,0.4,"Row: 15:19, Col: 1:5",0.532
mslacc[0:20],mslacc$method,871,7,0.4,"Row: 0:19, Col: 1:5",0.654
mslacc[0:20],mslacc$median,871,7,0.4,"Row: 0:19, Col: 1:5",0.654
mslacc[0:20],mslacc$Ticket<-NULL,871,6,0.4,"Row: 0:19, Col: 1:5",0.605
mslacc[0:20],"head(mslacc, n=3)",17,7,0.4,"Row: 17:19, Col: 1:5",0.514
mslacc[0:20],mslacc$importance,871,7,0.4,"Row: 0:19, Col: 1:5",0.618
"mslacc.describe().T.sort_values(by='50%', ascending=False)",mslacc$table,888,4,0.167,"Row: 42:44, Col: 3:10",0.561
"mslacc.describe().T.sort_values(by='50%', ascending=False)",mslacc$surname<-NULL,888,4,0.167,"Row: 42:44, Col: 3:10",0.48
"mslacc.describe().T.sort_values(by='50%', ascending=False)","head(mslacc, 20)",17,4,0.125,"Row: 0:2, Col: 3:10",0.438
"mslacc.describe().T.sort_values(by='50%', ascending=False)",mslacc$Sex=NULL,888,3,0.167,"Row: 42:44, Col: 2:9",0.53
"mslacc.describe().T.sort_values(by='50%', ascending=False)",mslacc$Embarked=NULL,888,3,0.167,"Row: 42:44, Col: 3:10",0.492
"mslacc.describe().T.sort_values(by='50%', ascending=False)","select(mslacc, Survived)",888,7,0.667,"Row: 0:2, Col: 3:3",0.523
"mslacc.describe().T.sort_values(by='50%', ascending=False)",mslacc$Survived=NULL,888,3,0.167,"Row: 42:44, Col: 2:9",0.492
"mslacc.describe().T.sort_values(by='50%', ascending=False)",mslacc$Name<-NULL,888,3,0.167,"Row: 42:44, Col: 2:9",0.512
"mslacc.describe().T.sort_values(by='50%', ascending=False)","head(mslacc, 5)",2,4,0.125,"Row: 0:2, Col: 3:10",0.452
"mslacc.describe().T.sort_values(by='50%', ascending=False)",mslacc$method,888,4,0.167,"Row: 42:44, Col: 3:10",0.544
"mslacc.describe().T.sort_values(by='50%', ascending=False)",mslacc$median,888,4,0.167,"Row: 42:44, Col: 3:10",0.58
"mslacc.describe().T.sort_values(by='50%', ascending=False)",mslacc$Ticket<-NULL,888,3,0.167,"Row: 42:44, Col: 3:10",0.507
"mslacc.describe().T.sort_values(by='50%', ascending=False)","head(mslacc, n=3)",0,4,0.125,"Row: 0:2, Col: 3:10",0.425
"mslacc.describe().T.sort_values(by='50%', ascending=False)",mslacc$importance,888,4,0.167,"Row: 42:44, Col: 3:10",0.521
"mslacc.drop('Survived', axis=1)",mslacc$table,0,8,0.277,"Row: 0:890, Col: 6:9",0.567
"mslacc.drop('Survived', axis=1)",mslacc$surname<-NULL,0,8,0.277,"Row: 0:890, Col: 6:9",0.546
"mslacc.drop('Survived', axis=1)","head(mslacc, 20)",871,8,0.287,"Row: 871:890, Col: 6:9",0.433
"mslacc.drop('Survived', axis=1)",mslacc$Sex=NULL,0,7,0.277,"Row: 0:890, Col: 5:8",0.567
"mslacc.drop('Survived', axis=1)",mslacc$Embarked=NULL,0,7,0.277,"Row: 0:890, Col: 6:9",0.528
"mslacc.drop('Survived', axis=1)","select(mslacc, Survived)",0,3,0.153,"Row: 0:890, Col: 0:0",0.631
"mslacc.drop('Survived', axis=1)",mslacc$Survived=NULL,0,7,0.277,"Row: 0:890, Col: 5:8",0.627
"mslacc.drop('Survived', axis=1)",mslacc$Name<-NULL,0,7,0.277,"Row: 0:890, Col: 5:8",0.548
"mslacc.drop('Survived', axis=1)","head(mslacc, 5)",886,8,0.35,"Row: 886:890, Col: 6:9",0.446
"mslacc.drop('Survived', axis=1)",mslacc$method,0,8,0.277,"Row: 0:890, Col: 6:9",0.586
"mslacc.drop('Survived', axis=1)",mslacc$median,0,8,0.277,"Row: 0:890, Col: 6:9",0.627
"mslacc.drop('Survived', axis=1)",mslacc$Ticket<-NULL,0,7,0.265,"Row: 0:890, Col: 7:10",0.563
"mslacc.drop('Survived', axis=1)","head(mslacc, n=3)",888,8,0.333,"Row: 888:890, Col: 6:9",0.422
"mslacc.drop('Survived', axis=1)",mslacc$importance,0,8,0.277,"Row: 0:890, Col: 6:9",0.607
"mslacc.drop('Ticket', axis=1, inplace=True, errors='ignore')",mslacc$table,0,8,0.5,"Row: 0:890, Col: 1:4",0.569
"mslacc.drop('Ticket', axis=1, inplace=True, errors='ignore')",mslacc$surname<-NULL,0,8,0.5,"Row: 0:890, Col: 1:4",0.499
"mslacc.drop('Ticket', axis=1, inplace=True, errors='ignore')","head(mslacc, 20)",871,8,0.5,"Row: 871:890, Col: 1:4",0.391
"mslacc.drop('Ticket', axis=1, inplace=True, errors='ignore')",mslacc$Sex=NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.502
"mslacc.drop('Ticket', axis=1, inplace=True, errors='ignore')",mslacc$Embarked=NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.52
"mslacc.drop('Ticket', axis=1, inplace=True, errors='ignore')","select(mslacc, Survived)",0,3,1.0,"Row: 0:890, Col: 0:0",0.411
"mslacc.drop('Ticket', axis=1, inplace=True, errors='ignore')",mslacc$Survived=NULL,0,7,0.25,"Row: 0:890, Col: 0:3",0.52
"mslacc.drop('Ticket', axis=1, inplace=True, errors='ignore')",mslacc$Name<-NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.512
"mslacc.drop('Ticket', axis=1, inplace=True, errors='ignore')","head(mslacc, 5)",886,8,0.5,"Row: 886:890, Col: 1:4",0.404
"mslacc.drop('Ticket', axis=1, inplace=True, errors='ignore')",mslacc$method,0,8,0.5,"Row: 0:890, Col: 1:4",0.544
"mslacc.drop('Ticket', axis=1, inplace=True, errors='ignore')",mslacc$median,0,8,0.5,"Row: 0:890, Col: 1:4",0.585
"mslacc.drop('Ticket', axis=1, inplace=True, errors='ignore')",mslacc$Ticket<-NULL,0,7,0.5,"Row: 0:890, Col: 1:4",0.614
"mslacc.drop('Ticket', axis=1, inplace=True, errors='ignore')","head(mslacc, n=3)",888,8,0.5,"Row: 69:71, Col: 1:4",0.38
"mslacc.drop('Ticket', axis=1, inplace=True, errors='ignore')",mslacc$importance,0,8,0.5,"Row: 0:890, Col: 1:4",0.594
mslacc.head(8),mslacc$table,883,8,0.5,"Row: 0:7, Col: 1:4",0.704
mslacc.head(8),mslacc$surname<-NULL,883,8,0.5,"Row: 0:7, Col: 1:4",0.615
mslacc.head(8),"head(mslacc, 20)",12,8,0.5,"Row: 0:7, Col: 1:4",0.747
mslacc.head(8),mslacc$Sex=NULL,883,7,0.5,"Row: 0:7, Col: 1:4",0.656
mslacc.head(8),mslacc$Embarked=NULL,883,7,0.5,"Row: 0:7, Col: 1:4",0.661
mslacc.head(8),"select(mslacc, Survived)",883,3,1.0,"Row: 105:112, Col: 0:0",0.494
mslacc.head(8),mslacc$Survived=NULL,883,7,0.281,"Row: 619:626, Col: 5:8",0.657
mslacc.head(8),mslacc$Name<-NULL,883,7,0.5,"Row: 0:7, Col: 1:4",0.639
mslacc.head(8),"head(mslacc, 5)",3,8,0.5,"Row: 3:7, Col: 1:4",0.766
mslacc.head(8),mslacc$method,883,8,0.5,"Row: 0:7, Col: 1:4",0.741
mslacc.head(8),mslacc$median,883,8,0.5,"Row: 0:7, Col: 1:4",0.741
mslacc.head(8),mslacc$Ticket<-NULL,883,7,0.5,"Row: 0:7, Col: 1:4",0.623
mslacc.head(8),"head(mslacc, n=3)",5,8,0.5,"Row: 5:7, Col: 1:4",0.73
mslacc.head(8),mslacc$importance,883,8,0.5,"Row: 0:7, Col: 1:4",0.637
mslacc.loc[0:11],mslacc$table,879,8,0.5,"Row: 0:11, Col: 1:4",0.674
mslacc.loc[0:11],mslacc$surname<-NULL,879,8,0.5,"Row: 0:11, Col: 1:4",0.558
mslacc.loc[0:11],"head(mslacc, 20)",8,8,0.5,"Row: 0:11, Col: 1:4",0.539
mslacc.loc[0:11],mslacc$Sex=NULL,879,7,0.5,"Row: 0:11, Col: 1:4",0.592
mslacc.loc[0:11],mslacc$Embarked=NULL,879,7,0.5,"Row: 0:11, Col: 1:4",0.558
mslacc.loc[0:11],"select(mslacc, Survived)",879,3,1.0,"Row: 879:890, Col: 0:0",0.47
mslacc.loc[0:11],mslacc$Survived=NULL,879,7,0.25,"Row: 0:11, Col: 0:3",0.558
mslacc.loc[0:11],mslacc$Name<-NULL,879,7,0.5,"Row: 0:11, Col: 1:4",0.576
mslacc.loc[0:11],"head(mslacc, 5)",7,8,0.5,"Row: 7:11, Col: 1:4",0.49
mslacc.loc[0:11],mslacc$method,879,8,0.5,"Row: 0:11, Col: 1:4",0.659
mslacc.loc[0:11],mslacc$median,879,8,0.5,"Row: 0:11, Col: 1:4",0.612
mslacc.loc[0:11],mslacc$Ticket<-NULL,879,7,0.5,"Row: 0:11, Col: 1:4",0.602
mslacc.loc[0:11],"head(mslacc, n=3)",9,8,0.5,"Row: 9:11, Col: 1:4",0.472
mslacc.loc[0:11],mslacc$importance,879,8,0.5,"Row: 0:11, Col: 1:4",0.657
mslacc.describe(exclude='number'),mslacc$table,887,11,0.25,"Row: 0:3, Col: 11:11",0.595
mslacc.describe(exclude='number'),mslacc$surname<-NULL,887,11,0.25,"Row: 0:3, Col: 11:11",0.519
mslacc.describe(exclude='number'),"head(mslacc, 20)",16,11,0.25,"Row: 0:3, Col: 11:11",0.425
mslacc.describe(exclude='number'),mslacc$Sex=NULL,887,10,0.25,"Row: 0:3, Col: 10:10",0.592
mslacc.describe(exclude='number'),mslacc$Embarked=NULL,887,10,0.25,"Row: 2:5, Col: 0:0",0.567
mslacc.describe(exclude='number'),mslacc$Survived=NULL,887,10,0.25,"Row: 0:3, Col: 10:10",0.567
mslacc.describe(exclude='number'),mslacc$Name<-NULL,887,10,0.25,"Row: 0:3, Col: 10:10",0.541
mslacc.describe(exclude='number'),"head(mslacc, 5)",1,11,0.25,"Row: 0:3, Col: 11:11",0.438
mslacc.describe(exclude='number'),mslacc$method,887,11,0.25,"Row: 0:3, Col: 11:11",0.578
mslacc.describe(exclude='number'),mslacc$median,887,11,0.25,"Row: 0:3, Col: 11:11",0.618
mslacc.describe(exclude='number'),mslacc$Ticket<-NULL,887,10,0.25,"Row: 0:3, Col: 10:10",0.545
mslacc.describe(exclude='number'),"head(mslacc, n=3)",1,11,0.333,"Row: 1:3, Col: 11:11",0.414
mslacc.describe(exclude='number'),mslacc$importance,887,11,0.25,"Row: 0:3, Col: 11:11",0.564
